what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1400899384817
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1400899384817
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1400899384818
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1400899384819
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1400899384820
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1400899384821
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1400899384822
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1400899384823
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1400899384843
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1400899384843
os,sysinfo,,,"win32",1400899384847
arch,sysinfo,,,"x86",1400899384847
ws,sysinfo,,,"win32",1400899384847
locale,sysinfo,,,"en_AU",1400899384847
processors,sysinfo,,,"2",1400899384847
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1400899384847
java.runtime.version,sysinfo,,,"1.7.0_55-b14",1400899384847
java.specification.name,sysinfo,,,"Java Platform API Specification",1400899384847
java.specification.vendor,sysinfo,,,"Oracle Corporation",1400899384847
java.specification.version,sysinfo,,,"1.7",1400899384847
java.vendor,sysinfo,,,"Oracle Corporation",1400899384847
java.version,sysinfo,,,"1.7.0_55",1400899384847
java.vm.info,sysinfo,,,"mixed mode, sharing",1400899384847
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1400899384847
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1400899384847
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1400899384847
java.vm.specification.version,sysinfo,,,"1.7",1400899384847
java.vm.vendor,sysinfo,,,"Oracle Corporation",1400899384847
java.vm.version,sysinfo,,,"24.55-b03",1400899384847
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1400899385168
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1400899385201
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1400899385311
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1400899386038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400899386715
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400899390168
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1400899391171
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1400899396066
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400899396092
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1400899396109
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1400899404486
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1400899404752
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1400899404908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400899405045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400899421227
