what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.7.0_55",1400924837272
java.vm.info,sysinfo,,,"mixed mode, sharing",1400924837272
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1400924837272
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1400924837272
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1400924837272
java.vm.specification.version,sysinfo,,,"1.7",1400924837272
java.vm.vendor,sysinfo,,,"Oracle Corporation",1400924837272
java.vm.version,sysinfo,,,"24.55-b03",1400924837272
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1400924874409
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1400924893918
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924963240
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924963383
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924963514
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924963623
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924963750
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924964137
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924983138
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924983296
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924983403
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924983523
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924983649
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924983772
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400924983900
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1400924984624
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1400924984753
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1400924984869
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1400924984947
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1400924985053
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1400924985212
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400925027383
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400925027534
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400925027666
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400925166394
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1400925233568
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1400925234802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925235266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925236471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1400925260989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925263047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925264037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925282686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925288407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1400925337641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925339202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925340270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925341027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925346277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1400925358269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925359955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925361112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925407009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925410903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1400925432106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1400925438415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925440164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400925750540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400926316347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400926726532
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400926731062
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400926731143
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400926731144
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1400926731172
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1400926731964
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400926737420
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1400926737506
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400926740814
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1400926740954
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1400926742351
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordPrevious",1400926742747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400926752849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400928437679
